Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arr_date,booking_date
INN04821,1,0,0,1,Meal Plan 1,0,Room_Type 1,96,2018,4,8,Online,0,0,0,90.9,1,Canceled,2018-04-08,2018-01-02
INN05125,2,0,0,1,Not Selected,0,Room_Type 1,74,2018,4,8,Online,0,0,0,85.5,0,Canceled,2018-04-08,2018-01-24
INN05356,2,0,2,3,Meal Plan 1,0,Room_Type 1,170,2018,4,8,Offline,0,0,0,78.0,0,Not_Canceled,2018-04-08,2017-10-20
INN05440,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,4,8,Offline,0,0,0,75.0,1,Not_Canceled,2018-04-08,2018-02-07
INN05819,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,2018,4,8,Online,0,0,0,96.3,1,Not_Canceled,2018-04-08,2018-01-18
INN05976,2,0,2,2,Meal Plan 1,0,Room_Type 1,89,2018,4,8,Online,0,0,0,65.13,1,Not_Canceled,2018-04-08,2018-01-09
INN06147,2,0,0,2,Meal Plan 1,0,Room_Type 4,10,2018,4,8,Online,0,0,0,131.0,1,Canceled,2018-04-08,2018-03-29
INN06848,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,4,8,Online,0,0,0,101.0,1,Not_Canceled,2018-04-08,2018-04-07
INN06865,1,0,2,6,Meal Plan 1,0,Room_Type 1,77,2018,4,8,Online,0,0,0,80.75,0,Canceled,2018-04-08,2018-01-21
INN06949,2,0,0,2,Not Selected,0,Room_Type 1,112,2018,4,8,Online,0,0,0,65.83,1,Not_Canceled,2018-04-08,2017-12-17
INN07518,2,0,1,2,Meal Plan 1,0,Room_Type 4,6,2018,4,8,Online,0,0,0,101.13,1,Not_Canceled,2018-04-08,2018-04-02
INN07678,2,0,1,2,Meal Plan 1,0,Room_Type 4,65,2018,4,8,Online,0,0,0,118.8,1,Canceled,2018-04-08,2018-02-02
INN07774,2,0,1,2,Meal Plan 1,0,Room_Type 1,141,2018,4,8,Offline,0,0,0,72.25,1,Canceled,2018-04-08,2017-11-18
INN07936,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,4,8,Online,0,0,0,101.0,0,Not_Canceled,2018-04-08,2018-03-27
INN07947,1,0,0,1,Meal Plan 1,0,Room_Type 1,78,2018,4,8,Online,0,0,0,90.9,0,Canceled,2018-04-08,2018-01-20
INN08504,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,4,8,Online,0,0,0,0.0,0,Not_Canceled,2018-04-08,2018-04-07
INN09442,2,0,2,3,Meal Plan 1,0,Room_Type 1,81,2018,4,8,Online,0,0,0,90.95,0,Canceled,2018-04-08,2018-01-17
INN09519,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,2018,4,8,Online,0,0,0,96.3,1,Not_Canceled,2018-04-08,2018-01-18
INN09654,2,0,2,3,Meal Plan 1,0,Room_Type 4,16,2018,4,8,Online,0,0,0,131.2,0,Canceled,2018-04-08,2018-03-23
INN09683,2,0,0,1,Meal Plan 1,1,Room_Type 6,36,2018,4,8,Online,0,0,0,103.95,0,Not_Canceled,2018-04-08,2018-03-03
INN10342,2,0,2,2,Meal Plan 1,0,Room_Type 1,96,2018,4,8,Online,0,0,0,88.83,0,Not_Canceled,2018-04-08,2018-01-02
INN10413,2,0,0,1,Not Selected,0,Room_Type 1,64,2018,4,8,Online,0,0,0,94.5,1,Not_Canceled,2018-04-08,2018-02-03
INN10493,2,1,0,1,Meal Plan 1,0,Room_Type 1,13,2018,4,8,Online,0,0,0,119.0,2,Not_Canceled,2018-04-08,2018-03-26
INN11540,2,0,2,2,Meal Plan 1,0,Room_Type 4,82,2018,4,8,Online,0,0,0,99.45,1,Not_Canceled,2018-04-08,2018-01-16
INN11642,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,0,0,0,78.0,0,Not_Canceled,2018-04-08,2017-07-14
INN11643,2,0,0,2,Not Selected,0,Room_Type 2,78,2018,4,8,Online,0,0,0,85.5,0,Canceled,2018-04-08,2018-01-20
INN11792,1,0,0,2,Meal Plan 1,0,Room_Type 1,50,2018,4,8,Online,0,0,0,112.5,0,Canceled,2018-04-08,2018-02-17
INN12430,2,0,2,3,Meal Plan 1,0,Room_Type 1,170,2018,4,8,Offline,0,0,0,78.0,0,Not_Canceled,2018-04-08,2017-10-20
INN12463,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,2018,4,8,Online,0,0,0,87.3,1,Not_Canceled,2018-04-08,2018-01-09
INN12788,2,0,2,3,Meal Plan 1,0,Room_Type 1,96,2018,4,8,Online,0,0,0,87.55,1,Not_Canceled,2018-04-08,2018-01-02
INN13136,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,4,8,Online,0,0,0,101.0,1,Not_Canceled,2018-04-08,2018-04-07
INN13456,2,0,0,2,Meal Plan 1,0,Room_Type 1,98,2018,4,8,Online,0,0,0,85.6,1,Canceled,2018-04-08,2017-12-31
INN14266,1,0,0,1,Not Selected,0,Room_Type 1,8,2018,4,8,Online,0,0,0,64.68,1,Not_Canceled,2018-04-08,2018-03-31
INN14450,2,0,2,3,Meal Plan 1,0,Room_Type 1,96,2018,4,8,Online,0,0,0,87.55,1,Not_Canceled,2018-04-08,2018-01-02
INN17357,2,0,0,1,Not Selected,0,Room_Type 1,18,2018,4,8,Online,0,0,0,89.0,0,Canceled,2018-04-08,2018-03-21
INN19357,3,1,2,2,Meal Plan 1,0,Room_Type 5,70,2018,4,8,Offline,0,0,0,173.35,0,Not_Canceled,2018-04-08,2018-01-28
INN20099,2,0,1,2,Meal Plan 1,0,Room_Type 1,8,2018,4,8,Online,0,0,0,116.33,0,Canceled,2018-04-08,2018-03-31
INN20191,2,0,0,2,Not Selected,0,Room_Type 2,99,2018,4,8,Online,0,0,0,85.5,1,Canceled,2018-04-08,2017-12-30
INN20360,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,2018,4,8,Online,0,0,0,117.9,1,Not_Canceled,2018-04-08,2018-02-24
INN20372,2,0,0,2,Meal Plan 1,0,Room_Type 1,97,2018,4,8,Online,0,0,0,96.3,2,Not_Canceled,2018-04-08,2018-01-01
INN20607,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,0,0,0,78.0,0,Canceled,2018-04-08,2017-07-14
INN21169,2,2,2,2,Meal Plan 1,0,Room_Type 7,4,2018,4,8,Online,0,0,0,221.39,2,Not_Canceled,2018-04-08,2018-04-04
INN21258,1,0,0,2,Meal Plan 1,0,Room_Type 4,16,2018,4,8,Online,0,0,0,131.0,1,Not_Canceled,2018-04-08,2018-03-23
INN21974,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,2018,4,8,Online,0,0,0,96.3,0,Not_Canceled,2018-04-08,2018-01-20
INN22127,2,2,0,2,Meal Plan 1,0,Room_Type 6,6,2018,4,8,Online,0,0,0,196.0,0,Canceled,2018-04-08,2018-04-02
INN22218,3,1,2,2,Meal Plan 1,0,Room_Type 5,70,2018,4,8,Offline,0,0,0,173.35,0,Not_Canceled,2018-04-08,2018-01-28
INN22500,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,0,0,0,78.0,0,Canceled,2018-04-08,2017-07-14
INN22623,2,0,0,1,Not Selected,0,Room_Type 1,9,2018,4,8,Online,0,0,0,89.0,0,Canceled,2018-04-08,2018-03-30
INN22826,2,0,2,2,Meal Plan 1,0,Room_Type 1,1,2018,4,8,Online,0,0,0,116.0,1,Not_Canceled,2018-04-08,2018-04-07
INN23275,3,0,2,2,Meal Plan 1,0,Room_Type 4,6,2018,4,8,Online,0,0,0,148.5,0,Canceled,2018-04-08,2018-04-02
INN23665,2,0,2,3,Meal Plan 1,0,Room_Type 1,170,2018,4,8,Offline,0,0,0,78.0,0,Not_Canceled,2018-04-08,2017-10-20
INN23764,2,0,1,2,Not Selected,0,Room_Type 1,90,2018,4,8,Online,0,0,0,76.5,1,Not_Canceled,2018-04-08,2018-01-08
INN24025,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,8,Offline,0,0,0,45.0,0,Not_Canceled,2018-04-08,2018-04-08
INN24282,2,0,2,2,Meal Plan 1,0,Room_Type 4,89,2018,4,8,Online,0,0,0,71.67,1,Not_Canceled,2018-04-08,2018-01-09
INN24891,2,0,2,2,Meal Plan 1,0,Room_Type 4,71,2018,4,8,Online,0,0,0,107.95,0,Not_Canceled,2018-04-08,2018-01-27
INN25604,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,4,8,Online,0,0,0,89.0,1,Not_Canceled,2018-04-08,2018-04-07
INN26529,2,0,2,5,Meal Plan 1,0,Room_Type 1,100,2018,4,8,Online,0,0,0,86.09,1,Not_Canceled,2018-04-08,2017-12-29
INN27010,2,0,2,2,Meal Plan 1,0,Room_Type 1,84,2018,4,8,Online,0,0,0,90.95,0,Canceled,2018-04-08,2018-01-14
INN27577,2,0,2,3,Meal Plan 1,0,Room_Type 4,65,2018,4,8,Online,0,0,0,112.2,1,Not_Canceled,2018-04-08,2018-02-02
INN27717,2,0,0,2,Not Selected,0,Room_Type 2,78,2018,4,8,Online,0,0,0,85.5,0,Canceled,2018-04-08,2018-01-20
INN27901,2,0,2,2,Not Selected,0,Room_Type 1,99,2018,4,8,Online,0,0,0,83.25,0,Canceled,2018-04-08,2017-12-30
INN28343,2,0,0,2,Meal Plan 1,0,Room_Type 1,97,2018,4,8,Online,0,0,0,96.3,1,Not_Canceled,2018-04-08,2018-01-01
INN28547,2,0,0,2,Not Selected,0,Room_Type 1,3,2018,4,8,Online,0,0,0,104.0,1,Not_Canceled,2018-04-08,2018-04-05
INN28779,1,0,0,1,Not Selected,0,Room_Type 1,23,2018,4,8,Online,0,0,0,89.0,0,Not_Canceled,2018-04-08,2018-03-16
INN28889,2,0,2,3,Meal Plan 1,0,Room_Type 4,16,2018,4,8,Online,0,0,0,89.22,0,Not_Canceled,2018-04-08,2018-03-23
INN28928,2,0,2,2,Meal Plan 1,0,Room_Type 4,63,2018,4,8,Online,0,0,0,112.2,0,Canceled,2018-04-08,2018-02-04
INN29071,2,0,2,2,Meal Plan 1,0,Room_Type 4,71,2018,4,8,Online,0,0,0,107.95,0,Not_Canceled,2018-04-08,2018-01-27
INN29181,3,0,1,2,Meal Plan 1,0,Room_Type 4,59,2018,4,8,Online,0,0,0,137.7,0,Not_Canceled,2018-04-08,2018-02-08
INN29533,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,4,8,Online,0,0,0,89.0,1,Not_Canceled,2018-04-08,2018-04-08
INN29728,2,0,0,1,Meal Plan 1,0,Room_Type 4,66,2018,4,8,Online,0,0,0,118.8,2,Not_Canceled,2018-04-08,2018-02-01
INN30743,2,2,2,6,Meal Plan 1,0,Room_Type 6,9,2018,4,8,Online,0,0,0,200.75,0,Canceled,2018-04-08,2018-03-30
INN31030,1,0,2,5,Meal Plan 1,0,Room_Type 4,56,2018,4,8,Online,0,0,0,112.2,0,Canceled,2018-04-08,2018-02-11
INN31189,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,0,0,0,78.0,0,Not_Canceled,2018-04-08,2017-07-14
INN31210,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,4,8,Online,0,0,0,95.0,1,Not_Canceled,2018-04-08,2018-03-31
INN31347,2,0,0,1,Not Selected,0,Room_Type 1,18,2018,4,8,Online,0,0,0,89.0,1,Not_Canceled,2018-04-08,2018-03-21
INN31637,2,0,0,1,Meal Plan 1,1,Room_Type 1,103,2018,4,8,Online,0,0,0,99.9,1,Not_Canceled,2018-04-08,2017-12-26
INN31640,3,0,0,1,Meal Plan 1,0,Room_Type 4,55,2018,4,8,Online,0,0,0,137.7,0,Canceled,2018-04-08,2018-02-12
INN32561,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,0,0,0,78.0,0,Canceled,2018-04-08,2017-07-14
INN33018,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,2018,4,8,Online,0,0,0,96.3,1,Not_Canceled,2018-04-08,2018-01-18
INN33924,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,4,8,Online,0,0,0,53.3,0,Not_Canceled,2018-04-08,2018-04-08
INN35101,2,0,2,2,Meal Plan 1,0,Room_Type 4,104,2018,4,8,Online,0,0,0,90.95,0,Canceled,2018-04-08,2017-12-25
INN35170,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,0,0,0,78.0,0,Canceled,2018-04-08,2017-07-14
INN35686,2,0,2,2,Meal Plan 1,0,Room_Type 1,96,2018,4,8,Online,0,0,0,88.83,1,Not_Canceled,2018-04-08,2018-01-02
INN35765,1,0,0,1,Not Selected,0,Room_Type 1,2,2018,4,8,Online,0,0,0,89.0,0,Not_Canceled,2018-04-08,2018-04-06
INN35918,2,0,0,2,Not Selected,0,Room_Type 1,82,2018,4,8,Online,0,0,0,85.5,1,Not_Canceled,2018-04-08,2018-01-16
INN36093,2,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,4,8,Online,0,0,0,101.0,1,Not_Canceled,2018-04-08,2018-03-26
INN00093,2,0,2,1,Meal Plan 1,0,Room_Type 4,73,2018,4,9,Online,0,0,0,115.8,1,Not_Canceled,2018-04-09,2018-01-26
INN00368,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN00573,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,4,9,Online,0,0,0,115.0,1,Not_Canceled,2018-04-09,2018-04-08
INN01045,2,0,1,1,Meal Plan 1,0,Room_Type 4,87,2018,4,9,Online,0,0,0,105.3,0,Canceled,2018-04-09,2018-01-12
INN01068,2,0,2,2,Meal Plan 1,0,Room_Type 4,20,2018,4,9,Online,0,0,0,134.0,1,Not_Canceled,2018-04-09,2018-03-20
INN01451,2,0,2,4,Meal Plan 1,0,Room_Type 4,7,2018,4,9,Online,0,0,0,138.0,0,Canceled,2018-04-09,2018-04-02
INN01914,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN02079,2,0,1,1,Meal Plan 1,0,Room_Type 1,190,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-10-01
INN02164,2,0,2,2,Meal Plan 1,0,Room_Type 1,98,2018,4,9,Online,0,0,0,86.7,1,Canceled,2018-04-09,2018-01-01
INN02318,3,0,2,4,Meal Plan 1,0,Room_Type 4,7,2018,4,9,Online,0,0,0,159.0,0,Canceled,2018-04-09,2018-04-02
INN03130,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,2018,4,9,Corporate,0,0,0,104.0,0,Not_Canceled,2018-04-09,2018-04-09
INN03214,3,0,2,1,Meal Plan 1,0,Room_Type 4,70,2018,4,9,Online,0,0,0,137.7,2,Not_Canceled,2018-04-09,2018-01-29
INN03352,2,1,2,4,Meal Plan 1,0,Room_Type 1,101,2018,4,9,Online,0,0,0,85.28,2,Not_Canceled,2018-04-09,2017-12-29
INN04386,3,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,100.0,1,Not_Canceled,2018-04-09,2017-11-01
INN04868,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN05551,2,1,4,7,Meal Plan 1,0,Room_Type 1,19,2018,4,9,Online,0,0,0,140.05,2,Not_Canceled,2018-04-09,2018-03-21
INN06014,2,0,2,1,Not Selected,0,Room_Type 1,89,2018,4,9,Online,0,0,0,79.5,1,Not_Canceled,2018-04-09,2018-01-10
INN06361,2,0,2,1,Not Selected,0,Room_Type 1,89,2018,4,9,Online,0,0,0,79.5,1,Not_Canceled,2018-04-09,2018-01-10
INN06989,2,0,2,2,Not Selected,0,Room_Type 1,87,2018,4,9,Online,0,0,0,80.75,2,Not_Canceled,2018-04-09,2018-01-12
INN07553,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN07880,2,2,2,1,Meal Plan 1,0,Room_Type 6,89,2018,4,9,Online,0,0,0,162.3,0,Not_Canceled,2018-04-09,2018-01-10
INN08004,1,0,2,1,Meal Plan 1,0,Room_Type 1,89,2018,4,9,Online,0,0,0,84.9,0,Not_Canceled,2018-04-09,2018-01-10
INN08253,2,0,1,1,Meal Plan 1,0,Room_Type 4,20,2018,4,9,Online,0,0,0,139.0,0,Canceled,2018-04-09,2018-03-20
INN08664,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN08886,2,0,1,1,Meal Plan 1,0,Room_Type 1,31,2018,4,9,Online,0,0,0,0.0,1,Not_Canceled,2018-04-09,2018-03-09
INN09697,2,0,2,2,Meal Plan 1,1,Room_Type 1,90,2018,4,9,Online,0,0,0,95.7,1,Not_Canceled,2018-04-09,2018-01-09
INN10261,3,0,2,3,Meal Plan 1,0,Room_Type 4,19,2018,4,9,Online,0,0,0,158.2,0,Canceled,2018-04-09,2018-03-21
INN10331,2,0,2,2,Meal Plan 1,0,Room_Type 1,86,2018,4,9,Offline,0,0,0,80.75,1,Not_Canceled,2018-04-09,2018-01-13
INN10775,2,1,2,1,Not Selected,0,Room_Type 1,23,2018,4,9,Online,0,0,0,93.82,2,Not_Canceled,2018-04-09,2018-03-17
INN11165,2,0,2,1,Not Selected,0,Room_Type 1,89,2018,4,9,Online,0,0,0,79.5,1,Not_Canceled,2018-04-09,2018-01-10
INN12098,2,0,1,1,Meal Plan 1,0,Room_Type 1,190,2018,4,9,Offline,1,13,1,70.0,0,Canceled,2018-04-09,2017-10-01
INN12110,2,0,1,1,Meal Plan 1,0,Room_Type 1,190,2018,4,9,Offline,1,13,1,70.0,0,Canceled,2018-04-09,2017-10-01
INN12391,2,0,2,2,Not Selected,0,Room_Type 1,110,2018,4,9,Online,0,0,0,76.5,1,Canceled,2018-04-09,2017-12-20
INN12604,2,0,2,1,Meal Plan 1,0,Room_Type 1,110,2018,4,9,Online,0,0,0,93.3,0,Not_Canceled,2018-04-09,2017-12-20
INN12825,2,0,2,1,Meal Plan 1,0,Room_Type 1,110,2018,4,9,Online,0,0,0,93.3,0,Not_Canceled,2018-04-09,2017-12-20
INN13419,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN13422,2,0,2,1,Not Selected,0,Room_Type 1,89,2018,4,9,Online,0,0,0,79.5,0,Not_Canceled,2018-04-09,2018-01-10
INN13750,3,0,2,3,Meal Plan 1,0,Room_Type 1,60,2018,4,9,Offline,0,0,0,41.76,1,Not_Canceled,2018-04-09,2018-02-08
INN13982,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN14110,2,0,2,4,Meal Plan 1,0,Room_Type 4,82,2018,4,9,Online,0,0,0,99.45,1,Not_Canceled,2018-04-09,2018-01-17
INN14132,1,0,0,1,Meal Plan 2,1,Room_Type 1,3,2018,4,9,Complementary,1,0,5,0.0,0,Not_Canceled,2018-04-09,2018-04-06
INN14210,2,2,0,1,Meal Plan 1,0,Room_Type 6,4,2018,4,9,Online,0,0,0,211.0,2,Not_Canceled,2018-04-09,2018-04-05
INN14374,2,0,1,1,Not Selected,0,Room_Type 1,91,2018,4,9,Online,0,0,0,58.9,1,Not_Canceled,2018-04-09,2018-01-08
INN15197,2,0,2,1,Not Selected,0,Room_Type 1,89,2018,4,9,Online,0,0,0,79.5,0,Not_Canceled,2018-04-09,2018-01-10
INN15273,2,0,2,1,Meal Plan 1,0,Room_Type 1,78,2018,4,9,Online,0,0,0,96.3,0,Not_Canceled,2018-04-09,2018-01-21
INN15530,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN15573,1,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,65.0,0,Not_Canceled,2018-04-09,2017-11-01
INN15598,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN15644,2,0,2,1,Not Selected,0,Room_Type 2,150,2018,4,9,Online,0,0,0,0.0,1,Not_Canceled,2018-04-09,2017-11-10
INN15986,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN16278,2,0,1,1,Meal Plan 1,0,Room_Type 1,190,2018,4,9,Offline,1,13,1,70.0,0,Canceled,2018-04-09,2017-10-01
INN16676,2,0,2,2,Meal Plan 2,0,Room_Type 4,64,2018,4,9,Online,0,0,0,144.5,0,Not_Canceled,2018-04-09,2018-02-04
INN16809,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN17440,2,0,2,2,Not Selected,0,Room_Type 1,110,2018,4,9,Online,0,0,0,76.5,1,Canceled,2018-04-09,2017-12-20
INN18095,2,0,2,5,Meal Plan 1,0,Room_Type 1,163,2018,4,9,Online,0,0,0,73.37,1,Not_Canceled,2018-04-09,2017-10-28
INN18723,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,0,Not_Canceled,2018-04-09,2017-11-01
INN19702,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN20274,1,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,65.0,0,Not_Canceled,2018-04-09,2017-11-01
INN20385,2,0,2,2,Meal Plan 1,0,Room_Type 1,86,2018,4,9,Offline,0,0,0,80.75,1,Not_Canceled,2018-04-09,2018-01-13
INN20616,2,0,1,1,Meal Plan 1,0,Room_Type 1,101,2018,4,9,Online,0,0,0,96.3,1,Canceled,2018-04-09,2017-12-29
INN21780,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN22035,1,0,2,3,Meal Plan 1,0,Room_Type 4,23,2018,4,9,Online,0,0,0,129.2,0,Canceled,2018-04-09,2018-03-17
INN22851,2,0,2,1,Not Selected,0,Room_Type 2,150,2018,4,9,Online,0,0,0,86.62,1,Canceled,2018-04-09,2017-11-10
INN23413,2,0,1,1,Meal Plan 1,0,Room_Type 4,67,2018,4,9,Online,0,0,0,137.7,0,Canceled,2018-04-09,2018-02-01
INN23682,1,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,65.0,0,Not_Canceled,2018-04-09,2017-11-01
INN24002,2,0,2,3,Meal Plan 1,0,Room_Type 1,52,2018,4,9,Offline,0,0,0,80.75,0,Not_Canceled,2018-04-09,2018-02-16
INN24128,1,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,65.0,1,Not_Canceled,2018-04-09,2017-11-01
INN24341,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN24658,2,0,0,1,Meal Plan 1,0,Room_Type 1,112,2018,4,9,Online,0,0,0,96.3,0,Not_Canceled,2018-04-09,2017-12-18
INN25202,1,0,0,1,Meal Plan 1,0,Room_Type 4,31,2018,4,9,Corporate,0,0,0,90.0,1,Not_Canceled,2018-04-09,2018-03-09
INN25214,2,1,2,1,Meal Plan 1,0,Room_Type 1,7,2018,4,9,Online,0,0,0,133.83,2,Not_Canceled,2018-04-09,2018-04-02
INN25299,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN26267,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN26783,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN27091,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN27134,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN27327,2,0,1,1,Not Selected,0,Room_Type 1,91,2018,4,9,Online,0,0,0,58.9,1,Not_Canceled,2018-04-09,2018-01-08
INN27348,1,0,0,1,Meal Plan 2,0,Room_Type 1,3,2018,4,9,Complementary,0,0,0,0.0,0,Not_Canceled,2018-04-09,2018-04-06
INN27358,2,0,2,5,Meal Plan 1,0,Room_Type 1,163,2018,4,9,Online,0,0,0,73.37,1,Not_Canceled,2018-04-09,2017-10-28
INN27645,1,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,65.0,1,Not_Canceled,2018-04-09,2017-11-01
INN28740,1,0,2,5,Meal Plan 1,0,Room_Type 1,163,2018,4,9,Online,0,0,0,73.37,1,Not_Canceled,2018-04-09,2017-10-28
INN28930,2,0,2,3,Meal Plan 1,0,Room_Type 4,96,2018,4,9,Online,0,0,0,94.35,1,Not_Canceled,2018-04-09,2018-01-03
INN28977,2,0,2,1,Meal Plan 1,0,Room_Type 1,90,2018,4,9,Online,0,0,0,90.3,1,Not_Canceled,2018-04-09,2018-01-09
INN29362,2,0,2,5,Meal Plan 1,0,Room_Type 1,101,2018,4,9,Online,0,0,0,70.99,2,Not_Canceled,2018-04-09,2017-12-29
INN29972,2,0,2,1,Meal Plan 1,0,Room_Type 4,62,2018,4,9,Online,0,0,0,118.8,0,Not_Canceled,2018-04-09,2018-02-06
INN30834,2,0,1,1,Meal Plan 1,0,Room_Type 1,190,2018,4,9,Offline,1,13,1,70.0,0,Canceled,2018-04-09,2017-10-01
INN31100,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN31239,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN31870,1,0,2,5,Meal Plan 1,0,Room_Type 1,163,2018,4,9,Online,0,0,0,73.37,1,Not_Canceled,2018-04-09,2017-10-28
INN32159,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
INN32540,2,0,2,2,Not Selected,0,Room_Type 1,87,2018,4,9,Online,0,0,0,80.75,1,Not_Canceled,2018-04-09,2018-01-12
INN33846,2,0,2,2,Meal Plan 1,0,Room_Type 4,73,2018,4,9,Online,0,0,0,107.95,1,Canceled,2018-04-09,2018-01-26
INN34000,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09,2017-11-01
